key,data
Futu/02222/1722157859556,02222,test,Futu,0,0,0,1,0,0,0,0,0,0,1722157859556,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859567,02222,test,Futu,0,0,0,2,0,0,0,0,0,0,1722157859567,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859578,02222,test,Futu,0,0,0,3,0,0,0,0,0,0,1722157859578,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859589,02222,test,Futu,0,0,0,4,0,0,0,0,0,0,1722157859589,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859600,02222,test,Futu,0,0,0,5,0,0,0,0,0,0,1722157859600,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859611,02222,test,Futu,0,0,0,6,0,0,0,0,0,0,1722157859611,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859623,02222,test,Futu,0,0,0,7,0,0,0,0,0,0,1722157859623,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859633,02222,test,Futu,0,0,0,8,0,0,0,0,0,0,1722157859633,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859644,02222,test,Futu,0,0,0,9,0,0,0,0,0,0,1722157859644,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859655,02222,test,Futu,0,0,0,10,0,0,0,0,0,0,1722157859655,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859667,02222,test,Futu,0,0,0,11,0,0,0,0,0,0,1722157859667,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859678,02222,test,Futu,0,0,0,12,0,0,0,0,0,0,1722157859678,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859689,02222,test,Futu,0,0,0,13,0,0,0,0,0,0,1722157859689,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859699,02222,test,Futu,0,0,0,14,0,0,0,0,0,0,1722157859699,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859710,02222,test,Futu,0,0,0,15,0,0,0,0,0,0,1722157859710,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859722,02222,test,Futu,0,0,0,16,0,0,0,0,0,0,1722157859722,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859733,02222,test,Futu,0,0,0,17,0,0,0,0,0,0,1722157859733,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859744,02222,test,Futu,0,0,0,18,0,0,0,0,0,0,1722157859744,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859757,02222,test,Futu,0,0,0,19,0,0,0,0,0,0,1722157859757,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859768,02222,test,Futu,0,0,0,20,0,0,0,0,0,0,1722157859768,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859779,02222,test,Futu,0,0,0,21,0,0,0,0,0,0,1722157859779,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859789,02222,test,Futu,0,0,0,22,0,0,0,0,0,0,1722157859789,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859800,02222,test,Futu,0,0,0,23,0,0,0,0,0,0,1722157859800,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859810,02222,test,Futu,0,0,0,24,0,0,0,0,0,0,1722157859810,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859821,02222,test,Futu,0,0,0,25,0,0,0,0,0,0,1722157859821,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859832,02222,test,Futu,0,0,0,26,0,0,0,0,0,0,1722157859832,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859844,02222,test,Futu,0,0,0,27,0,0,0,0,0,0,1722157859844,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859855,02222,test,Futu,0,0,0,28,0,0,0,0,0,0,1722157859855,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859866,02222,test,Futu,0,0,0,29,0,0,0,0,0,0,1722157859866,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859876,02222,test,Futu,0,0,0,30,0,0,0,0,0,0,1722157859876,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859887,02222,test,Futu,0,0,0,31,0,0,0,0,0,0,1722157859887,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859898,02222,test,Futu,0,0,0,32,0,0,0,0,0,0,1722157859898,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859909,02222,test,Futu,0,0,0,33,0,0,0,0,0,0,1722157859909,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859920,02222,test,Futu,0,0,0,34,0,0,0,0,0,0,1722157859920,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859931,02222,test,Futu,0,0,0,35,0,0,0,0,0,0,1722157859931,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859943,02222,test,Futu,0,0,0,36,0,0,0,0,0,0,1722157859943,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859955,02222,test,Futu,0,0,0,37,0,0,0,0,0,0,1722157859955,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859966,02222,test,Futu,0,0,0,38,0,0,0,0,0,0,1722157859966,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859977,02222,test,Futu,0,0,0,39,0,0,0,0,0,0,1722157859977,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859988,02222,test,Futu,0,0,0,40,0,0,0,0,0,0,1722157859988,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157859999,02222,test,Futu,0,0,0,41,0,0,0,0,0,0,1722157859999,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860010,02222,test,Futu,0,0,0,42,0,0,0,0,0,0,1722157860010,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860022,02222,test,Futu,0,0,0,43,0,0,0,0,0,0,1722157860022,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860032,02222,test,Futu,0,0,0,44,0,0,0,0,0,0,1722157860032,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860043,02222,test,Futu,0,0,0,45,0,0,0,0,0,0,1722157860043,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860054,02222,test,Futu,0,0,0,46,0,0,0,0,0,0,1722157860054,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860065,02222,test,Futu,0,0,0,47,0,0,0,0,0,0,1722157860065,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860076,02222,test,Futu,0,0,0,48,0,0,0,0,0,0,1722157860076,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860087,02222,test,Futu,0,0,0,49,0,0,0,0,0,0,1722157860087,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860098,02222,test,Futu,0,0,0,50,0,0,0,0,0,0,1722157860098,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860110,02222,test,Futu,0,0,0,51,0,0,0,0,0,0,1722157860110,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860121,02222,test,Futu,0,0,0,52,0,0,0,0,0,0,1722157860121,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860132,02222,test,Futu,0,0,0,53,0,0,0,0,0,0,1722157860132,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860142,02222,test,Futu,0,0,0,54,0,0,0,0,0,0,1722157860142,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860154,02222,test,Futu,0,0,0,55,0,0,0,0,0,0,1722157860154,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860165,02222,test,Futu,0,0,0,56,0,0,0,0,0,0,1722157860165,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860176,02222,test,Futu,0,0,0,57,0,0,0,0,0,0,1722157860176,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860187,02222,test,Futu,0,0,0,58,0,0,0,0,0,0,1722157860187,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860198,02222,test,Futu,0,0,0,59,0,0,0,0,0,0,1722157860198,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860208,02222,test,Futu,0,0,0,60,0,0,0,0,0,0,1722157860208,0,0,0,0,0,0,0,0,0,0,0,0

Futu/02222/1722157860219,02222,test,Futu,0,0,0,61,0,0,0,0,0,0,1722157860219,0,0,0,0,0,0,0,0,0,0,0,0

